data_types,record_key,id,content_anonymized,emotion,label
post,post:662,662,"#Cfs2209_DNTUEm xin được phép dấu tên . Em có vài ý kiến muốn góp ý với DNTU RACE . Em cảm thấy không hài lòng với sự bố trí sắp xếp về tính công bằng của cuộc chơi . Có quá nhiều sự thiên vị trong trò chơi này . Em rất bức xúc . Có đội nghành A tham gia nhưng bố trí hỗ trợ cho trò chơi cũng là nghành ( A ) quá nhiều . Họ nhận được nhiều sự giúp đỡ hơn các đội còn lại .Kính gửi anh chụp hình ngày hôm nay , hy vọng anh lo làm  tốt công việc của mình nha , đừng xen vào những công việc không phải của mình.--------#Ost Ẩn bớt",Negative,0
post,post:663,663,"Music show DNTU Students By Night 2019 - Burn It Up với 2 ""nhân tố bùng bổ"" sẽ mang lại không gian âm nhạc cực chất cho chương trình.- Chương trình diễn ra vào lúc #18h00, Thứ 3, 10 - 9 - 2019.Chú ý: MIỄN PHÍ HOÀN TOÀN THAM DỰ.+ Vé chỉ dành cho việc bốc thăm trúng thưởng nhé !!!P/s: chuẩn bị trang phục đẹp để ""quẩy"" nào sinh viên DNTU Ẩn bớt",Neutral,1
post,post:664,664,#Cfs2208_DNTUChào toàn thể anh em DNTUHôm nay mình cùng bàn về chủ đề tỏa nắng: của các cô gái trường mìnhMỗi ngày đi học thứ 2 quả thật nhàm chán đã vậy  đụng tới tiết 123456 trời còn mưa lâm râm chỉ muốn nghĩ học ở nhà trùm tranh lại mà ngủ thôi. Nhưng hôm nay phải thi giữa kỳ nên cũng nhấc cái mông lên mà đi học. Chuyện chẳng có gì khi nếu cô ấy không lên thuyết trình để thi môn Đạo đức kinh doanh của Ms Thắm. Để mưu tả 1 chút về cô gái tỏa nắng này mặc trên người 1 tà áo dài màu đỏ của lớp nhà hàng mặc chiếc áo khoác màu vàng ở trước có một con nai 🦌 rất là dễ thương đặc biệt khi cười 😂 thì chỉ có chết người thôi. Tiện đây xin info bạn đó luôn nhóm truyền hình cáp ai biết thì tag vô nha hihi 😊😊😊.Dẫu biết ở trường có rất nhiều bạn nữ rất xinh nhưng con tim này đã chết ở cái thời điểm gặp ai anh cũng thích ( thật ra rung động bởi nụ cười đó rất nhiều)----------#Ost Ẩn bớt,Positive,2
post,post:665,665,"#Cfs2207_DNTUVấn đề ở trọ: Sơ lược thì mình là nữ DNTU và cùng phòng với 1 bạn nữ Dntu khác, vấn đề không chỉ ở bẩn mà ý thức quá tồi luôn ấy. Bát đũa phòng mình mua rất nhiều, có lẽ vì vậy mà bạn ý sẽ nấu ăn nhiều ngày cho đến khi hết sạch giá bát, nấu ăn xong cứ chất đầy phòng và không đem rửa, công việc của mình hay ăn ngoài và tối cũng hay về muộn, các bạn cứ tưởng tượng cái cảnh đi làm về bát đũa cũ đầy nhà rồi mùi thức ăn cũ đập vào mẹt nó mới thốn. Đã vậy mỗi lần bạn đó về quê lại chấp 1 chồng bát đũa mình đi làm về nhiều lúc mệt lắm rồi vẫn phải đi bê cả chồng bát ra xử lý cạn m* lời luôn. Thề mỗi lần nấu ăn hay muốn lấy cái thìa ăn gì là phải đi rửa bát ạ. Còn quần áo thì lại còn vi diệu hơn, thay liên tục nhưng cứ thay xong treo lên móc, hết móc treo thì chấp vào chậu nhét vào gầm giường, đậu mòe nữa chứ, quần áo mặc lâu hôi đcđ ấy mà nó cứ để tới khi tủ quần áo nó hết cái mặc mới mang đi giặt :))))) mà có phải nó bận gì đâu, hôm nào mình đi làm về sớm 5h hay về muộn 8h cũng thấy nó đang nằm ngủ or xem video 🙂  K biết ace nào gặp trường hợp này chưa, tư vấn mình với ạ :(((--------#Ost Ẩn bớt",Neutral,1
post,post:666,666,"Không biết từ bao giờ, tôi có thói quen trả lời ngắn gọn như vậy mỗi khi bạn bè rủ đi chơi, đi học chung, hoặc nhờ làm một việc gì đó…Từ khi lên đại học, một số thói quen cũng thay đổi. Thời khóa biểu học tập dễ thở hơn, cuộc sống rộng mở hơn, tôi có nhiều thời gian để thực hiện các kế hoạch, mục tiêu đa dạng. Nhưng nói rằng các mối quan hệ mở rộng thì chưa chắc, vì tôi hời hợt hay vì mọi người đều có cuộc sống riêng, tôi không rõ, chỉ biết rằng, dần dà, bạn bè thưa thớt dần, và tôi cũng cảm thấy chẳng còn sợi dây liên hệ nào nữa. Khi môi trường sống và hoàn cảnh thay đổi, ta cũng phải cố gắng hòa nhập để thích nghi, nhưng chỉ được một thời gian, lại tự xây nên một rào cản cho chính mình…Tính tôi khép kín, chỉ thật sự vui vẻ khi trò chuyện, chia sẻ với những người bạn thân lâu năm và hợp ý mình…Thời cấp 3, tôi dành ra vài giờ đồng hồ chỉ để nhắn tin với nhỏ bạn thân, mỗi tin nhắn thường rất dài, và đầy tâm trạng, khi thì vui vẻ háo hứng, lúc lại hy vọng mong chờ, khi thì buồn một cách lãng mạn… Tôi cũng sẵn sàng dành ra vài giờ để lượn phố không mục đích, ngồi ở quán cóc vỉa hè để quan sát xe cộ chạy qua lại, hay đi học thử một buổi tại trung tâm luyện thi mà nhỏ Kẹo đã ""quảng cáo"": ""Học một lần rồi thích ngay đấy!""Thời học sinh của tôi trôi qua như thế. Nhẹ nhàng, yên bình và thấm đẫm cảm xúc. Khi lên đại học, tôi cùng những đứa bạn thân đều có mục tiêu, kế hoạch riêng, nên thi thoảng quên đi sự tồn tại của nhau. Lên mạng thì chỉ chia sẻ vài dòng ngắn gọn.""Mày dạo này sao rồi? Tao thì sáng đi học, chiều về nhà dọn dẹp, tối online. Thấy cũng không đến nỗi bận rộn mà chẳng hiểu sao chẳng có thời gian đi chơi mày ạ…""""Tao cũng vậy. Bận làm thêm. Thôi, out nha, ngày mai thi giữa kì rồi""Những người trẻ chúng tôi có vài người bạn mới, vài mối quan hệ thực và ảo, dần dà xa cách nhau dần, lâu lâu chỉ nhắn tin vài câu ngắn gọn nhưng rồi im bặt, vì tin nhắn chỉ đi một chiều. Lúc tôi nhắn tin thì nhỏ bạn đang bận, lúc nó nhắn tin thì tôi đang mải mê lướt web để tra cứu gì đó…Nhỏ bạn thời cấp 3 gọi điện. Nó rủ tôi cùng vài đứa chung lớp đi sinh nhật. Tôi bảo: ""Xin lỗi, mình bận rồi. Bữa khác nhé!"". Mà thực ra tôi cũng chẳng bận gì cả, chẳng qua thời điểm nó hẹn trùng giờ với lịch đi chơi cùng ""ai đó"" của tôi, mà nếu tôi thay đổi thì kéo theo vài thứ khác liên quan nữa, vì có lúc tôi bận đi mua đồ cùng mẹ, đi bảo trì xe, đi chuyển tiền trong ngân hàng, đi thi lấy bằng lái…Vô vàn việc linh tinh khác để rồi lâu lâu bạn cũ nhắn tin, gọi điện, tôi đều không hồi đáp. Khi online, tôi treo nick ở đó để dọn phòng, ủi đồ, tưới cây, để rồi khi quay lại máy thì thấy một đống nick hỏi thăm, và tôi không trả lời, nên sau một thời gian kiên nhẫn chờ đợi, họ cũng out…Một người bạn khác rủ tôi sang nhà chơi vì nhỏ sắp đi du học. Tôi nói: ""Mình đang bận. Tuần sau gặp, hứa luôn. Tháng sau bồ mới đi mà, lo gì!"". Nhỏ tặc lưỡi rồi cười: ""Ok bồ. Nhớ nhé!"" . Tuần sau, nhỏ gọi điện lại hỏi: ""Sao, thế sáng hôm nay có thăm tui không?"", tôi giật mình: ""Chết! Hôm nay nhà mình có tiệc thôi nôi, chắc chiều dọn dẹp xong mình đi được đó, chiều hen!"" , nhỏ bảo: "" Chiều nay mình bận đi mua vài thứ lặt vặt rồi, hẹn cậu khi khác vậy"" , tôi cười tươi: ""OK, mình hứa trong vòng vài ngày nữa mình gặp, mình hứa đấy!"".Và rồi nhỏ đã đi du học, và rồi lời hứa của tôi vẫn chưa thực hiện, chỉ vì lý do: ""Mình bận!"" . Một lý do vô chừng, mà chính tôi cũng biết, tôi không hề bận, chỉ là do cách sắp xếp thời gian không hợp lý, chỉ là tôi hời hợt với mọi thứ xung quanh, chỉ là vì tôi tiếc vài giờ đồng hồ đi chơi, chỉ là vì tôi còn bận lướt web… Vâng, rất nhiều lý do bận khác nhau để rồi tôi bị kéo ra xa, để rồi các mối quan hệ nhạt dần, để rồi khi tôi thét lên: ""Sao bỗng cô đơn thế này"" thì tôi nhận ra rằng, chính mình tự chọn cách sống như thế, chứ có ai ép buộc đâu…Lãnh được tháng lương đầu tiên nhờ đi làm phục vụ cho quán cà phê, tôi gọi điện rủ nhỏ bạn thân đi ăn, đầu dây bên kia nói giọng thản nhiên: ""Mình bận, phải phụ giúp mẹ trông coi cửa hàng, không đến được"". Tôi có chút nghi hoặc vì tôi cũng đã từng ""bận"", nên đáp: ""Mình sẽ qua nhà cậu!"", ""Không được! Gia đình mình có một số chuyện, cậu đến thì không hay chút nào"". Tôi ỉu xìu: ""Ừ""Chắc là nhỏ bận thật…Những lúc buồn, tôi online, nhìn một lượt. Thấy ai cũng xa lạ, thấy ai cũng đang ""bận"", không rảnh để nghe mình mở lòng…Nhắn tin cho 10 đứa bạn, chỉ có đúng 3 đứa trả lời lại: ""Sao hôm nay rảnh nhắn tin cho mình thế, hi, ngủ ngon nha, khi khác rảnh mình nói chuyện sau"", ""Xin lỗi cậu, dạo này mình bận quá nên không có thời gian hỏi thăm cậu, thế nào, khỏe không?"", ""Nãy mình bận học nên giờ mới trả lời tin nhắn, xin lỗi cậu nha!""Ừ, thì ai cũng bận cả…#ADSUUTAM#OST Ẩn bớt",Positive,2
post,post:667,667,"#Cfs2206_DNTULÀM SAO ĐỂ CƯA ĐỔ MÁY BAYMọi người cho em lời khuyên với. Em sinh viên năm ba trường mình. Em thích một chị cô giáo làm ở phòng ****, lúc đầu là do em thấy mấy chương trình bên đó hay nên em tìm hiểu thì chị tư vấn nhiệt tình. Xin được facebook chị thì ngoài mấy chuyện liên quan kia ra em thường vu vơ hỏi han chị, dạo gần đây thấy chị hay đăng stt buồn, hình như là chia tay người yêu hay sao ấy, em thì hay nt an ủi các kiểu nhưng lòng vui vãi ra hahaha. Mới hôm qua em bắt đầu tán tỉnh thì chị phũ em hẳn. Chị còn nói một câu làm em nghĩ mãi: ""Chị đã gặp một phi công làm chị mở mang tầm mắt. Nên nếu em đẻ ra trước chị thì chị sẽ suy nghĩ lại."" Đệt cụ nói thế khác gì đóng sầm hết cửa lại. Nhờ ad chuyển lời hộ em là ""Chị ơi anh không biết trước kia ntn nhưng anh bảo đảm sẽ không làm chị thất vọng. Rep ib anh đi chị, im lặng hơi lâu rồi 😞""Mọi người cmt khuyên chị giúp mình với. Cuộc tình này mà nở hoa mình sẽ không bao giờ quên ơn mọi người---------#Ost Ẩn bớt",Positive,2
post,post:668,668,"#Cfs2205_DNTUT CÓ NÊN TIN NGƯỜI YÊU KHÔNG?T có 2 thằng bạn, Chuyện là hôm kia t có đi chơi net với thằng bạn thân tên ""N"" (t là trai), t mới nhắn với ny t là: a đang đi với thằng ""N"" đi cà phê vì ny t không thích t đi nét. Uhm cũng đầu xuôi đuôi lọt được mới ngồi nét được, ngồi 1 lúc thì thấy thằng bạn còn lại tên ""K"" , nó chuyên gánh team cho bọn t. Khoảng đang chơi được 30p thì đt t hết pin nên t mượn máy thằng ""k"" để gọi điện cho ny t báo là tí đi chợ đi chứ a về muộn. Thế đeos nào khi bấm số ny t ra máy nó hiện lên ""Cục cưng ❤"".... Clgv trời vừa đổ chuông được 3 cái thì bên kia: ""em nghè nè a iu""????? Đm chuyện gì xảy ra vậy, t cố bình tĩnh nhìn lại xem có phải đt t hay là đt thằng ""K"". T mới bảo lại đầu giây bên kia: là a đây, không phải thằng ""K"", xong con ny t bảo ""EM BIẾT LÀ ANH RỒI MÀ"" đmm nguỵ biện vl, hôm qua giờ t vẫn chưa bình tĩnh lại được, nên mới viết cho trải nỗi lòng. T có đang cao thêm tí nào không, t có nên  tin câu""em biết là anh mà"" không các mày. Haizz-------#Ost Ẩn bớt",Positive,2
post,post:669,669,"#Cfs2204_DNTUCÂU CHUYỆN THỰC DỤNG Em sinh năm 97, có người yêu hơn 2 tuổi, chúng em yêu nhau tính ra đến nay đã được 3 năm. Do 1 số lí do gia đình ngăn cấm nên chúng em không công khai, nhưng bạn bè hoặc những người không liên quan gia đình thì đều biết. Cả hai đứa xác định nếu đến với nhau thì cần phải có nhà trước khi cưới, vậy nên chúng e cố gắng rất nhiều. Em ra trường, lương khoảng 10 triệu, ngoài ra em có đi làm thêm ngoài giờ nữa, chia ra thưởng thì thu nhập khoảng 12-14tr/ tháng. Anh đi làm thu nhập 17-19tr/ tháng. Chuyện là, gia đình em có mai mối e cho 1 anh nữa, hơn e 4 tuổi, gia đình bình thường nhưng bản thân a ấy giỏi giang, đã ổn định nhiều mặt. Thực tế em cũng nhiều người tán tỉnh từ trước đến nay, những người thu nhập cao, gấp 3 4 lần người yêu em cũng có, nhưng em đều từ chối vì bản thân em biết người yêu e a ý rất thương e và tốt với e. Nhưng anh này cũng đối xử với em rất tốt. Vậy nên hiện tại em thấy không còn kiên định nữa.  Em tự nhận mình là thực dụng, nhưng e cũng nói luôn e cũng là người rất biết điều. Em yêu người yêu em từ những ngày đầu anh ý đi làm có 3,4tr/ tháng, vẫn động viên a ý để a ấy cố gắng.  Nhưng thật sự nhiều khi đi làm, mệt mỏi quá, lại chỉ ước ao có 1 người làm chỗ dựa vững chắc, 1 người đã có kinh tế ổn định trong tay, yêu rồi cưới. Phụ nữ cần thế thôi. Thực sự lúc này e thấy bối rối nhiều quá :(((----------#Ost Ẩn bớt",Negative,0
post,post:671,671,"#Cfs2203_DNTUChào các bạn trẻ dntu. Tôi là 1 cựu sinh viên, à k phải là 1 thèn già quá lứa mà chưa ra trường. Ngày tôi học ở cái trường này thì con đường vẫn đang còn đường đất pha lẫn đôi ba bãi cứt bò cơ. Tôi cũng có 4 năm ăn học ở ( net ) và thi thoảng lên lớp cho thêm tí tri thức các bạn ạ. Thì trong 4 năm ở cái đất này tôi ngộ ra cũng đc 1 ít gọi là kinh nghiệm muốn truyền thụ cho mấy con nai tơ như tôi ngày ấy:- 1 là đừng bao h tin mấy đứa bạn chí cốt cả ( đặc biệt bọn cùng dưới quê xa lên học, bảo là ở quê nó ngu chứ nó khôn lắm và thâm lắm ). - 2 là học ít thôi và đi chơi bời hay làm thêm nhiều vào (phải có ăn chơi ms có lúc chết đói ms thôi thúc mình đi làm đc). - 3 là thấy thằng nào thật tính lợi dụng nhiều vào ( bọn này khá ngu và dễ dụ nè, tuy k nên quá đáng nhưng ở chừng mực thì vẫn ô kê ). - 4 là học cách lấy lòng thầy cô hết nút nha ( lúc xin điểm hay do nghỉ nhiều xin đc thi cũng dễ, mà nên đăng ký học thầy cô nào quen ý). - 5 là đến tầm năm 3 - 4 thì học đủ qua môn thôi ( lo quan hệ ngoại giao rồi kiếm ae tứ bể để nó giúp mình kiếm việc đi, đợi ra trường ms làm thì k có kịp đâu ). - 6 là đừng ngại việc k ra kịp trường hay k làm đúng ngành ( vì sao thì hỏi ai ra trường rồi sẽ rõ). - 7 là nên có ny khi đang sinh viên nha ( tuy có tốn kém vs con trai chút nhưng thả nọc cũng là 1 động lực để cày và  yêu ́ giúp cả 2 ít va phải tệ nạn k đáng có). - 8 là nên đú theo người có tiền 1 chút ( tuy k nên đú quá nhưng làm theo người có tiền thì bạn sẽ học từ người có tiền nhiều đấy, chẳng hạn k cần khoe nhưng cách ăn mặc cách nc sẽ làm người khác k dám khinh k dám bắt bài mình). - 9 là bắt quàng làm họ vs chủ phòng trọ, chủ tiệm net, chủ quán ăn vặt v.v.v ( họ là người có tài sản, ta có thể mượn lúc bí ). - 10 là nên làm quen, nếu chai mặt thì kể khổ vs anh chị khóa trước ( họ là người đã ra trường hoặc sắp ra, họ có thể là cơ hội của bạn sau này đấy). Đây là 10 kinh nghiệm nhỏ của mình khi đi học ở dntu. Có thể các bạn nghĩ đó là trò khôn lỏi và k dựa vào thực lực. Nhưng trong xã hội hiện đai này. Nếu bạn k có bí kíp riêng thì bạn k thể bơi nhanh được đâu. Bạn có thể học như mọt sách và ra trường bằng giỏi rồi làm lương 30tr, nhưng thằng cùng lớp bạn nó đã bỏ học từ năm 3 để h làm sếp bạn rồi. Tất nhiên chuyện đó khó xảy ra. Nhưng tỉ lệ ra trường đúng ngành mà gắn bó lâu dài là bao nhiêu thì nhà trường k khai thật cho các bạn biết đâu nhỉ? À mình đang làm trong quân đội với mức lương hơn 20tr trong vòng .......18 tháng nhé các bạn 😉------#Ost Ẩn bớt",Neutral,1
post,post:672,672,"#Cfs2202_DNTUCác bạn cho mình lời khuyên với, mình tự nhận xét về mình là khá đẹp trai, da trắng và cũng kiểu ga lăng nên dạo gần đây có mấy chị khoá trên hay nhắn tin kiểu làm quen, vậy anh chị và các bạn cho mình hỏi làm cách nào để lái một lúc mấy chị đó ạ?------#Ost",Positive,2
post,post:673,673,"Mấy cô lao công ơi, hãy giúp chúng tôi. Ở trong phòng khu G này lạnh quá, chúng tôi bốc mùi sẽ sợ ảnh hưởng tới người khác 😭#vấnđềvềýthức#Ost Ẩn bớt",Neutral,1
post,post:674,674,"#Cfs2200_DNTUChào bạn cùng giường, chắc bạn đọc được cfs cũng nhận ra giọng văn của ai và đang nhắc tới ai..Thiệt sự mình cũng đã đến đỉnh điểm của sự bực tức mới viết lên như vậy: mình mới dọn dẹp xong cái phòng trọ hơn 15m2 của mình, à nhầm của bạn. Giặt dũ đống chăn mền này cũng khá là vất vả. Bạn gọi trai về phòng cả hơn tuần nay rồi lại kêu mình đi ra ngoài ngủ, ngủ ở đâu? Con trai thì có thể cắm nét xuyên đêm chứ mình thì ở đâu?? Bạn dẫn trai về phòng làm chuyện đấy làm ơn đừng làm vung vãi cái ""chất nhờn"" của bạn trai lên mền của mình, nói thật chứ cái mùi nó để mấy ngày nó kinh vl** ra, còn nữa bạn rủ bạn trai về phòng ăn uống. Ăn uống xong thì làm ơn rửa dùm mình cái, ăn xong mấy người vứt mẹ vào cái chậu tắm của mình, rồi dồn lên 1 đống. Các bạn có bị gì về não không vậy. Làm ơn sau tus này nếu bạn đọc được thì lo dọn đồ ngày mai ra khỏi phòng dùm mình, phòng này do mình thuê đứng tên trên hợp đồng nên bạn tự hiểu nhé. Thân ái không gặp lại!------#Ost Ẩn bớt",Positive,2
post,post:675,675,"#Cfs2199_DNTUE chào các anh chị, e là sinh viên mới vô trường học ngành quản trị ạ, vậy các anh chị cho em xin info mấy anh đẹp zai để ngắm được không ạ, tiện thể có học chung ngành thì dạy e học bài luôn ạ ^^! Em cảm ơn--------#Ost",Positive,2
post,post:677,677,"#Cfs2198_DNTUThân gửi mấy bạn trai không biết khoá, lớp nào mà hôm nay ngồi ở ghế ngoài sân nhà trường. Thực sự mấy bạn lớn rồi nà vô duyên quá, con gái người ta đi qua mà các bạn 7x7=49 con mắt nhìn từ chân lên tới đầu rồi quay lại cười, và mình có nghe được câu: ""mông to vl"". Lúc đó mình chỉ đi 1 mình nên không nghĩ là các bạn trai đó nói người khác. Mà mặc dù người khác cũng không nên nói như vậy. Tính mình hiền chứ không mình quay lại chửi mấy thằng hãm l** rồi. Mình chỉ mong trường mình không đàn đúm để nói mấy chuyện đó nữa. Cảm ơn các bạn. --------#Ost Ẩn bớt",Negative,0
post,post:678,678,Làm khó mấy bác bảo vệ và cái kết!#Ost,Neutral,1
post,post:68,68,Sẵn sàng cho đêm DNTU Aura 2026 tại Trường Đại học Công nghệ Đồng Nai! 💙#PhamTuanNgoc #MrWorldVietnam2024 #MrWorld #SenVang #SenVangEntertainment Ẩn bớt,Neutral,1
post,post:680,680,"#Cfs2197_DNTUE là sv năm 3 (nữ) quản trị kinh doanh. kì này e có học môn quản trị marketing, sau bữa học đầu tiên e lỡ cảm nắng thầy rồi, suốt ngày chỉ nghĩ tới Thầy: đầu nấm, mũi cao, dáng đẹp, dễ tính.....Khi mà đầy đủ các yếu tố thiên thời địa lợi nhân hòa, mọi người nghĩ e có nên tiến tới với Thầy hay không. Mn cho e ý kiến với--------#Ost",Neutral,1
post,post:681,681,"#Cfs2196_DNTUThức tỉnh đi ? Những con người có suy nghĩ tầm thường, và chẳng bao giờ làm được việc lớn, luôn luôn than trách số phận.Có câu Trí tuệ con người trưởng thành trong im lặng, còn tính cách trưởng thành trong bão táp.Môi trường sống trong nghèo khó là môi trường rất hợp để những con người có bản lĩnh, có ý chí, tôi luyện mình, nếu những con người đó cố gắng phấn đấu hết mình, tôi luyện bản thân đạt tới mức nào đó, thì những người này sẽ là những người có tài và làm được việc lớn. Nó như 1 viên ngọc thô được mài dũa chờ ngày thành 1 viên ngọc quý.Nói tư duy và suy nghĩ con người, sẽ luôn có 2 mặt nó.Có câu bạn không thể lựa trọn nơi mình sinh ra, nhưng bạn chính bạn sẽ có quyền trọn nơi bạn lớn lên.Tôi có gặp một trường hợp, người đó đứng trước mặt bố mẹ mình và trách bố mẹ rằng, do tại vì bố mẹ nghèo, nên ngày hôm nay con mới sống kiếp nghèo như vậy đấy. Tôi chỉ cười nhạt.Và những thằng, con , gia đình đã khó khăn còn thích đua đòi, thấy bạn bè có đt này phải bắt bố mẹ mua cho bằng đc, rồi đi khoe mẽ với người này người nọ. Tôi chỉ cười nhạt.Sẵn đây, tôi cũng chia sẻ về hoàn cảnh của mình.Bố mẹ tôi ông bà là tầng lớp lao động chân tayGia đình tôi rất nghèo, và tôi chưa bao giờ tự ti vì điều đó. Thuở bé, bố mẹ tôi còn chẳng có tiền cho tôi đi học thêm, tháng ngày tuổi thơ của tôi là sống trong cơ cực, quần áo cũ mặc đi mặc lại, sách vở cũ cứ thế mà sài của người khác, chứ không có tiền mua. Tôi không có hè, vì hè về là lúc tôi phải đi làm.lớp 6 7, tôi đã cảm nhận đc cái cảm giác mà làm mệt đến nỗi, dù đón lắm, nhưng làm về ko ăn nổi, chỉ muốn ngủ thiết đi.Tôi chưa bao giờ trách họ, mà tôi còn càng yêu quý họ, vì đã sinh ra tôi, nuôi tôi ăn học như ngày hôm nay.Tôi thầm cảm ơn họ đã cho tôi ở trong nghèo khó, mà tôi học được cách tiết kiệm đồng tiền và tôi đã, cảm nhận đc cái đồng tiền của mình làm ra nó quý tới mức nào.Và... Chính những điều đó, đã và đang hình thành nên con người của tôi như ngày hôm nay.Hiện tại tôi sống và làm theo những gì tôi đặt ra, phấn đầu vì tương lai vì hoài bão vì ước mơ của mình.Tôi có thể tự kiếm tiền, tự mua cái tôi thích như đồng hồ, điện thoại, chỉ cần cái đó mình thích là có thể tự mua được... mà chẳng phải ngửa tay xin tiền bố mẹ mình. Và tôi tự hào vì điều đóVà cuộc sống này còn vô vàn cái hoài bão để mình và cần bước tiếp để đạt được lắm các bạn à, hãy sống nhiệt huyết lên, đừng để tuổi trẻ qua đi mà chẳng đạt đc 1 cái gì.Vậy bạn luôn trách gia đình mình nghèo khó ? Và bạn cũng nghèo khó đó là do gia đình bạn ? Hay là do bạn là 1 thằng bất tài và vô dụng.----------#Ost Ẩn bớt",Positive,2
post,post:682,682,"Hôm qua thấy bạn kia tới dán khắp các hẻm gần trường mình, không biết đã có ai lụm được tờ rơi chưa?#Ost",Neutral,1
post,post:683,683,"#Cfs2195_DNTUXin chào mọi người..! Hôm nay tớ viết bài viết này để gã bán vì lý do ế lâu năm vì 20 cây quất vẫn chưa được quất ai,  ngoại hình cũng dễ xem k gọi là xấu cho lắm,  tính dễ gần nhưng ngại tiếp xúc,  có tính hơi nhây,  nhậu thì đủ sài có thể nhậu cùng với đối phương hoặc ba chồng cũng được. Đang tìm bạn để đi by night. Có nhu cầu cấp bằng cho mấy pé năm nhất nhen.------#Ost",Neutral,1
post,post:685,685,"#Cfs2194_DNTUChào các em, hôm nay a nhậu vào say nên mới dám viết cfs thổ lộ chuyện của mình. Năm nay a đã 28 tuổi rồi, gia đình a dục a lấy vợ quá mà a thì lại lười yêu lâu nên a muốn tìm một bé nào đó yêu mấy tháng rồi xác định cưới luôn. Hiện tại công việc của a cũng ổn định, kinh doanh riêng nên thu nhập cũng khoảng 50-70tr 1 tháng. Chiều cao a hơi có hạn chỉ khoảng 1m62 nên muốn vợ a cũng phải có chiều cao tí để sau này con cái nó có tí zenn của mẹ. A không kén cá chọn canh nhưng a muốn người yêu a phải mặn hơn nước mắm 1 tí, tính a trầm nên a thích thế. Vậy có em gái nào năm nhất tới năm cuối xác định yêu mấy tháng cưới thì cmt bên dưới a sẽ nhắn tin. Cảm ơn ad duyệt bài và các e đã lắng nghe! -----------#Ost Ẩn bớt",Positive,2
post,post:687,687,"#Cfs2193_DNTU""Chào các anh chị và các bạn trong trường. Mình không phải sinh viên của trường nhưng người yêu cũ của mình học ở đây. Nếu bỗng một ngày đẹp trời bỗng dưng bạn phát hiện đã mang bầu 3 tháng hơn, thì các bạn sẽ làm sao ? Chúng ta đã chia tay, nhưng đứa bé sắp tới sẽ là nguồn sống duy nhất của em. Em không cần anh xuất hiện nữa anh hãy tự do tự tại với bản thân. Còn em sẽ tự lo cho con của chúng ta và không bao giờ cho nhìn thấy mặt người ba vô tâm của mình ""-----------#Ost Ẩn bớt",Neutral,1
post,post:688,688,"#Cfs2192_DNTUChào các ac và các bạn, e là tân sinh viên ạ. Vì đầu năm học riêng e thì thích ra ở riêng ngược lại bố mẹ e thì thích e ở ktx, vậy có ac nào ở ktx review cho em xem phòng và nước tắm rửa, phòng vệ sinh được không ạ? Và hơn nưa e cũng muốn có 1 any ạ, e nghe nói nhờ adm mai mối là có ny phải ko ạ? e không muốn mấy năm đại học nhàm chán vì không có mối tình vắt vai nào? E xin cảm ơn adm và mọi người ạ!---------#Ost",Positive,2
post,post:689,689,Bụng mỡ là không đào mỏ đâu mấy cô nhá#Justforfun #Ost Ẩn bớt,Neutral,1
