id,content_anonymized,GPT5.5_Medium,label
14358,"what t biết tin khi đang ngồi học rui, cho nên chúng ta nên học võ phòng thân",1,
14359,[NAME] có lòng mà bay hắt hủi v hả kkk,1,
14360,[NAME] gặp t đá cho triệt luôn,1,
14362,Phương Oanhh [NAME] nè mấy bây. Mốt học tối đó nha :))),1,
14364,[NAME]  đúng vậy tâm ạ sì mâu nó hãm cả thằng này chết luôn khõi đưa lên phường,1,
14365,Chắc t thiếu thốn đến độ v :)))))),1,
14366,Huyenchi [NAME],1,
14367,Má ơi sợ quá :((((((( .,0,
14368,Hân Thái Kim Thủy Phươngg Nam Truc Nguyen Nhung Tuyết Hoàng Nhi Nguyễn cẩn thận,1,
14371,Đi học cẩn thân nha mày,1,
14373,Le Thien Pham Thanh Nguyễn Minh Nhân Cuog Vu Trần Nam Hoàng Thịnh Hồng Hải Hoàng Kha.....,1,
14374,[NAME].  [NAME] đâu đi làm về 1 mình coi chừng bị hiếp nha,1,
14375,[NAME] Nguyễn,1,
14377,Oh no.... Z tối ra đón e nhá....,1,
14379,[NAME],1,
14380,[NAME],1,
14385,Hôm qua e thấy r ghê quá,1,
14386,Nhìn giống m vl Đoàn ạ,1,
14387,"ừa giống t thật, chân yếu tay mềm toàn gặp biến thái :((",1,
14390,"Vụ tông xe vừa rồi khiến mấy bạn thắc mắc ngã tư đó là đâu.  Là trên hình đó.
#Ost",1,
14391,Còn cái ngã ba rêu xanh khúc đi dô KTX nữa :v mấy hôm ship cơm trời mưa mắt nhắm mắt mở chạy vô vũng nước với rêu thì drift xe đẹp như anh [NAME] nhớt luôn :v,1,
14392,Minh Nguyệt Hàng năm trường tao có tổ chức Câu Lạc Bộ Gà đá Dành cho các bạn sinh viên . Cái khúc mà thấy gà đó là GÀ ĐÁ NHÉ,1,
14393,"[NAME] nghe đồn cái đứa trong ảnh là tao, m xài smartphone zoom dùm t coi có đúng là t k :v",1,
14394,"Ko nha, soi cả chục lần rồi nó là 1 thằng con trai chính hãng😂",1,
14395,"hết hồn, cứ tưởng ad chửi mình là thú :))",1,
14396,Anh [NAME] thằng nào đấy lạ lắm🤣,1,
14398,"Mỗi lần chạy tới khúc này toàn bảo: vào thu rồi lá vàng rồi
Quang Hùng",1,
14399,"NGÃ TƯ VƯỜN SỞ THÚ 😄😄😄😄
add cũng f giới thiệu cho các e sở thú nữa có lát gặt đg đi cẩn thận đee tiện cho mấy e tham quan",1,
14400,1 bên là vườn gà với hàng trăm loại gà quý hiếm. 1 bên là công viên nghìn tỷ 😌😌😌,1,
14402,Haha đường 5 của m đấy. [NAME],1,
14403,[NAME] - CF -.-,1,
14404,Anh [NAME] bữa chỉ lộn rồi. ngã 4 đây nè haha,1,
14405,Kira Nguyen chỗ hái rau đây rồi 😂,1,
14408,[NAME] đang ở sở thú hay trường học :))),1,
14410,Ngã tư sung sướng :)))),1,
14412,[NAME] ở đây h t ma biết đó. T tưởng ngay khu G,1,
14413,ngã này ngá sáu nha :)))),1,
14415,Đậm chất [NAME],1,
14416,[NAME]  trường a nuôi con gì v??,1,
14417,"Nhân đây mình xin gửi lời khuyên chân thành tới các bn nữ, chạy xe cho cẩn thận, nhìn trc ngó sau, đá xi nhan bên nào chạy bên đó, lái xe thì tập chung đừng ngoái lại nói chuyện vs đứa ngồi sau. Con gái chạy xe thì còn nhiều cái nhắc nhở lắm nói k hết, à gửi luôn cho mấy chị mẹ ninja nữa huhu. Từ 1 bn đã từng bị con gái đâm xe vô 😢😢",1,
14418,[NAME] k tag đk thằng vương. [NAME] thận luôn,1,
14419,[NAME] là em đến xe đạp cũng k có mà phóng nhanh không thì em nuôi a rồi,1,
14420,A đẹp trai nha e!!! [NAME],1,
14421,Thì cũng hên c ạ. Em làm có một tháng đk 1 triệu chưa đủ nuôi e,1,
14422,Huống gì nuôi a ý kkk,1,
14423,A lâu lâu mới bị!! A khoẻ a sẽ nuôi lại e kkkkkk,1,
14424,Kkakakak vậy nói a ấy cần e nuôi k mai e hầm cháo gà đến c,1,
14426,[NAME] sao lạy. duyên chỉ nói thật lòng thôi mà,1,
14427,Con gái con nứa chạy gì cho cố vô. Tội nghiệp a. Chúc a mau chóng bình phục 😔,1,
14430,Còn có những người không biết dậy sớm rồi chen hàng gửi xe nữa rõ là đang đi đến trường mà khôg thể hiện được ý thức.,1,
14431,trường này v mà 7h25 vẫn váng tanh mà 7h30 thì :)),1,
14432,Mọi người ai cũng chờ mà có vài đứa chen hiên ngang kb ngại. [NAME] ghi biển số lên cho chừa =))))),1,
14433,[NAME] Thy tui thiết nghỉ là mốt bà chở tui đi. [NAME] ngta ghê 😑 đọc nghe sợ sợ. [NAME] mình vậy k biết s.,0,
14435,"Trường mình làm như con gái làm racinggirl hay gì đó , chạy best lũi",1,
14436,Ở đâu cũng có mặt hết ta,1,
14438,"Nếu thấy nặng quá thì cố gắng ở lại chăm sóc bạn đó nhé, có khi lại ở bên nhau :)))",1,
14439,"Câu chuyện bi đác nhưng có chút hài hước  "" vườn sở thú của trường "" :v",1,
14440,Liều sau này m nên ngồi sau xe t thì vẫn hơn kkkk,1,
14441,"Tao muốn sống lâu hơn , nên mày đi một mình đi 🤣",1,
14442,đm t chạy cũng đâu có nhanh bằng cô be j j kia đâu 🤣🤣,1,
14443,"Nhờ đọc confession mới bk là bạn chung 😬 [NAME] Võ tội bạn H tạm từ bỏ đam mê 1 time rồi , nay đỡ hơn chưa Huy",1,
14444,chắc lại ninja Vision 🙂  . Trời mưa đi chậm thôi các bạn à. [NAME] cho chàng trai ấy 🙁,1,
14445,Bạn nữ co đọc đc thì đừng sợ đừng hoang mang nên đến thăm bạn trai đó nha. ☺️,0,
14446,Nỗi lòng bức núc âp ủ mấy ngày qua nay đc xoã giúp bạn [NAME]!!!,1,
14447,Cố lên nha anh mong điều tốt đẹp sẽ đến,2,
14448,[NAME] êy phải bữa chị với em thấy ko thu,1,
14450,[NAME] cũng QT3 mà e là 18DQT3. Chúc bạn a sớm hết bệnh ạk,2,
14451,Đường từ cổng zo nhà giữ xe là đường đua mà,1,
14452,Công Minh bạn bữa m đỡ dậy kìa Minh . ngta cảm ơn m kìa,2,
14453,"[NAME] có tải về, nhưng nhiều lúc quên tại không có tiếng ""Ting ting"" thông báo như tin nhắn fb =)))
#Ost",1,
14454,Tại ad hk cài đó chứ có thông báo mà,1,
14455,"ủa có à, tại ad học tiếng anh cô bảo tải edmodo mà toàn chữ tiếng anh nên k biết cài ở mô.",1,
14456,Ước gì thầy hiệu trưởng thấy đc bạn nói😅😅,1,
14457,"Thầy sẽ thấy nha bạn
#Ost",1,
14458,Đúng ý mình. Mình học ngôn ngữ anh 🙂 cũng bị dính mấy môn bắt học trên edmodo mà mình cảm thấy k khả thi cho lắm. Vì đôi khi thầy cô gia hạn làm tới mấy ngày sau mới cần nộp. Vậy thì 1 người làm nộp trước. Thế là biết kết quả. Có thể report cho các bạn sau biết đáp án. Cộng thêm bài tập về đọc hiểu các đoạn văn tiếng anh. Có thể translate hết ra tiếng việt tại nhà r làm:) quá là k công bằng với 1 đứa học bằng chính sức lực như t. Chưa kể đóng tiền học để đi học chứ đâu phải học ở nhà như z. Đồng ý là thời buổi công nghệ nhưng đây thực sự là điều phiền phức chứ k phải công nghệ khả thi. Yêu cầu hủy bỏ bớt những phiền phức cho sv.,1,
14459,"nộp bài qa mess của edmodo có giảng viên đc mà bạn, chứ có phải up lên đâu",1,
14460,"với lại nna bài tập mỗi nhóm mỗi khác, đề tài khác nhau thì ai cop ai đc",1,
14461,Đây là bài tập chung nha b. Mình gặp trường hợp 1 ng làm trước rồi nộp. Xem result rồi cả đám sau biết,1,
14462,[NAME] biết thầy cô nghĩ nó tiện lợi đến mức nào nhưng với quan điểm của mình thì nó làv1 sự k công bằng và cực kì phiền toái,1,
14463,"Nói thật edmodo. Chẳng biết có gì hay nhưng có những lúc đợi thầy cô đăng bài mà ngủ quên, trực đợi thì thôi rồi. Học trên lớp thì phải có nghị lực mà bước đến lớp còn trên edmodo chỉ cần cop bài rồi paste vô nộp. Học trên lớp thì chỉ học, học ở nhà  vừa làm vừa học thì bị deadlines. cắm đầu vào đt rồi mọi người nói suốt ngày cắm đầu vô điện thoại làm ko lo làm, học ko lo học. Nói thật thà đi outdoor mệt nhưng học được những thứ còn bổ hơn là ăn cái app edmodo. Học edmodo là không cgir coi như học phí bị đốt vừa đủ đâu mà còn dư nữa, những bạn ko đăng ký mạng ko có wifi thì sao lại phải đăng ký. Không thầy đố mày làm lên, những thứ sinh viên ko biết thì hỏi cái edmodo nó trả lời hả các cụ. Thật ra là còn nhiều lắm cái bức xúc.",1,
14464,"[NAME] có 2 mặt xấu và tốt, chứ không hẳn là hoàn toàn xấu.
Cái gì cũng có 2 mặt hết, còn tùy vào cách mỗi người nhìn nhận về mặt tiêu cực của nó ntn. Có thể đối với bạn nó không tốt, bất tiện nhưng đối với 1 số sv khác VD điển hình như sv thực tập xa, thì nó lại là 1 điều tốt.
Mình tin chắc những ý kiến của bạn sẽ được hội đồng ghi nhận và khắc phục, vấn đề là thời gian và tất nhiên ở hiện tại việc bạn cần làm là đối diện với nó. Thân ái !",0,
14465,"Công trình gd nào cũng cần phải được thí nghiệm trên đối tượng hs sv. Ý kiến trái chiều là không thể tránh khỏi . Nhưng nếu có thể em mong thầy, cô có thẩm quyền nếu đọc được cmts của sv thì hãy làm gì đó đi ạ. Với slogan: ""lấy sinh viên làm trung tâm"" thì e nghĩ thầy cô nên lắng nghe và hành động ngay ạ.",1,
14466,"Mình thấy cái [NAME] này phù hợp với làm việc nhóm trên lớp hoặc giao bài tập về nhà được hơn, nhưng cũng không phải là học hết ở nhà, nó cũng rèn luyện cho việc tư duy và tự học cá nhân nữa. Điểm yếu của nó là khả năng tương tác với nhau quá ít, trực tuyến bằng video tốt hơn.",1,
