id,content_anonymized,3.5 Flash,3.1 Pro,GPT5.5_Medium
8077,Vâng em cũng tên phượng đây. Cũng có cặp kính tròn tròn cute hột me đây... 🤣🤣,2,2,2.0
8078,"Bọn trẻ ngày nay kinh thật,  già rồi mk chả biết đăg ba cái love-confession",1,1,1.0
8079,[NAME] mày có lựm mà phải kh 🙄,1,1,1.0
8080,chúc bạn và người trả nối được mối nhân duyên,1,1,2.0
8081,Mưa muốn các anh ở lại vài năm nữa đó :)),2,2,1.0
8082,Ngọc [NAME]  m lo cb rớt môn nhé,0,0,1.0
8083,Buồn là gì...buồn là khi cả lớp ra trường hết chỉ còn một mình bạn 😊,0,0,0.0
8085,[NAME] hình như bạn Kiên thì phải...,1,1,1.0
8086,Khúc đầu cứ tưởng mình. Mà nghe có khuyên tai thì chắc mình lại ế nữa r :))),2,2,1.0
8087,[NAME] có nên lên cfs tìm anh [NAME] ko ta :))),2,2,1.0
8088,Gái giờ nó mạnh bạo quá các chú [NAME],1,1,1.0
8089,Em không thịt thì sẽ bị anh khác thịt thôi..mlem mlem 😋,1,1,1.0
8090,Nằm vùng hóng cái mắt kính,1,1,1.0
8091,Ảnh là bóng gồng e ơi. Đã v còn vừa k có cốt cách vừa k có liêm sĩ. Đi đâu cũng thả bom đc 🙄 Minh Hòa,1,1,1.0
8092,Mạnh dạn tag Danny Vương cao to đen hôi =)),1,1,1.0
8093,[NAME] nghe tới khúc mắt kính thì k ai khác ngoài m,1,1,1.0
8094,Trịnh [NAME] m xỏ khuyên tai hồi nào vậy?,1,1,1.0
8095,2002 mấy bạn đó còn nhỏ chưa biết gì 🤣,1,1,1.0
8096,[NAME] vô mấy cái cho chắc =]],1,1,1.0
8098,Giỏi lắm con trai mẹ😘,2,2,1.0
8099,Dạ em nhận lại được rồi ạ.em cảm ơn❤️,2,2,2.0
8101,[NAME] như em anh cũng ra riêng rồi :v bao ăn bao ở cho bạn nữ luôn,1,1,1.0
8102,mình cũng cần người ở ghép nửa nhé .là nữ nhé 😁😁,2,2,1.0
8103,[NAME] ăn gì khôn như con vàng nhà t vậy :((,1,1,0.0
8104,[NAME] e ơi sẵn tiện bạn chị nó đang bắt rể e ở nhà nó cũng đc nè,1,1,1.0
8105,Trường thấy bạn này khá k. Ai như a 🤣,1,1,1.0
8106,[NAME] e đồng ý về chung phòng cùng [NAME] kh,1,1,1.0
8107,"Nam nữ , tho tho bất thân mà kì vậy , lợi cho nam quá còn gì .",1,1,1.0
8108,[NAME] trường hợp này quá chi là căng :)),2,2,1.0
8109,Ứng cử cho e con bạn a là chị [NAME]  đáp ứng được mọi thứ. Có khi hơn.,1,1,1.0
8110,[NAME] [NAME] m cũng tìm bạn nữ ở ghép đi Cường :))))),2,2,1.0
8111,"Thế m nghĩ tụi a trên m một khoá không thấy dài à :)), cơ mà m còn môn học thì ngại gì không được đến trường :))",2,1,1.0
8112,Giờ dịch trong trường đi học cũng đeo khẩu trang biết ai đẹp đâu mà ngắm! Thôi ráng đi thực tập đi bạn ơi 😂,2,2,1.0
8113,[NAME] vô  cho cái review thiệt thực bạn ơi,1,1,1.0
8114,[NAME] có chấm phẩy rõ ràng in hoa những chỗ cần nhấn mạnh hợp m đó 🤣,1,1,1.0
8115,[NAME] ráng nợ môn đi để đc học tiếp 1 năm,1,1,1.0
8116,Ra xã hội làm ăn bươn trải liều thì ăn nhiều k liều thì ăn ít có làm mới có ăn k làm mà đòi có ăn thì chỉ ăn......,1,1,1.0
8117,"Nếu em đi thực tập đúng chuyên ngành mà 1 năm thì hãy cảm thấy đó là may mắn. Còn nếu học điện mà đi tt lệch ngành thì chia buồn. Mình tốt nghiệp ngành điện khoá 14 , tới nay đi làm 2 năm vẫn cảm thấy bị lệch kiến thức lí thuyết so với các bạn svien trường lớn cùng cty khá nhiều mặc dù vẫn đang nổ lực thực sự.
[NAME] bây giờ đầu óc vẫn còn chưa quá nhiều áp lực công việc, hãy cố gắng tích luỹ kỹ năng trong môi trường thực tập để sau này có cái bàn đạp ứng tuyển các công ty lớn. [NAME] luck !",2,2,0.0
8118,Hai mấy năm k có người yêu ở lại thêm năm nữa chắc gì có :)),2,2,1.0
8119,"Mùa này ngắm khẩu trang trắng ..đen..xanh. Ai cũng xinh trai, xinh gái ạ.",2,2,2.0
8120,Thực tập 2 năm KHÔNG 1 ĐỒNG LƯƠNG mà còn phải đóng tiền để được đi thực tập này :)))),2,2,0.0
8121,Chứng chỉ đó học xong cả năm vẩn thấy báo chưa có. Chẳng hiểu,0,0,1.0
8122,Ở lại trường thêm năm chơi với nai công đi  ạ🤣🤣,1,1,1.0
8123,Thứ 2 liên hệ phòng QHDN để đc hỗ trợ nha! Phòng nghỉ hè hết tuần này thôi em à!,1,1,1.0
8124,[NAME] m đã viết lên đây r đó à kkk,2,2,1.0
8125,Pé [NAME] phải t đâu má🤷‍♀️,1,1,1.0
8126,"[NAME], đừng ra trường mà",1,1,1.0
8127,Úi gái kìa. Trai nào nhặt đc trả nhanh biết đâu nhặt được luôn cô vợ😄,1,1,1.0
8128,[NAME] là con trai mà,1,1,1.0
8129,[NAME] ơi xong chưa !!,1,1,1.0
8132,Hay. nhưng các bạn hay là cách bạn,1,1,2.0
8134,Không biết chất lượng thiết bị với giảng dạy sao nhưng trai ô tô thì ngon với chất lượng lắm 🙂,2,2,1.0
8135,"Tạo được cái oto ( chả biết phải oto k nhưng nó 4 bánh ) , bình xăng thì treo như bình truyền nước biển . Lúc nào cũng lái lượn quanh trường . Nhìn vui lắm 🙂🙂🙂",2,2,1.0
8136,Quay xe quay xe đi gấp nhanh lên đi càng xa càng tốt,2,2,1.0
8137,Anh thì đang học ngành đó mà vô thấy drama bởi mấy anh bá dơ chung ngành  gây ra nên muốn bỏ ngành luôn nhiều khi đi học chả muốn mặc áo của ngành để khỏi bị kì thị ( không vơ đũa cả nắm nhá chỉ nói một số thành phần đó thôi),0,0,1.0
8138,"ok e ưi, trường mình có mấy chiếc công thức 1 cho SV thực hành á. mỗi chiều dắt ra đua với nai hươu vui lắm",2,2,2.0
8139,Chắc rủ em nó qua xưởng mình học có vẻ nhanh hơn hỉ Phuc Hong [NAME],1,1,1.0
8140,Chạy ngay đi trước khi mọi điều dần tồi tệ hơn 🥴,0,0,1.0
8141,[NAME] chiếc siêu xe trường mình k pik còn k m,1,1,1.0
8142,"[NAME]  thiết bị hiện đại và tiên tiến chỉ có là hay mát tí thôi , nên trải nghiện đi mấy e",1,1,1.0
8143,2 năm mà vẫn chưa được đụng tới ốc oto Oai,1,1,1.0
8144,Nói chớ trời mưa các bạn đi học lại nhớ thủ sẵn áo phao nhé :))),2,2,1.0
8145,Mình đang  tính đi niềng răng để cạp đất cho dễ ạ 😊...!,1,1,1.0
8146,"[NAME] ở nhà vẫn học toán đều đặn và học giáo dục công dân của thầy huấn nhé
Lí tưởng cách mạng bùng cháy trong tôi",1,1,1.0
8147,Nghe nói sắp tuyên bố hết dịch và tháng 5 đi học lại em vui lắmmmm,2,2,1.0
8148,"Em chỉ cảm thấy hoang mang khi nùa mưa sắp tới, đồng phục thì full trắng, đến trường tóc tai rối bù ướt nhem, lại còn cái tật hay quên đồ, áo mưa bữa đực bữa cái thì như nào đây. Nhưng em vẫn muốn đến trường lắm ạ :)))))",1,1,1.0
8149,Đun nước sôi luộc đất ăn thay cơm hử,1,1,1.0
8150,"Vận dụng nghệ thuật một cách độc đáo, sử dụng các phép ẩn dụ, so sánh, nhân hoá một cách hài hoà và hợp lí, tác giả cho ta thấy được sự tức giận của nhà văn trước sự hời hợt của cô giáo 🤣",1,1,1.0
8151,"Lần sau đăng thì ngắn gọn cho nó dễ đọc bạn ạh . Văn thơ quá mệt mỏi . Mình đọc một bộ tiểu thuyết trong đó nam chính là giảng viên đại học , đối với những câu hỏi ngu ngốc không có tầm vi mô và vĩ mô của sinh viên anh ấy thường nói sinh viên của mình đọc thêm sách đi . Bạn hiểu chứ ?",0,0,0.0
8152,Không phán xét về câu chuyện nhưng mê ngôn từ diễn tả của bạn quá. Vừa vui vừa hay,2,2,2.0
8153,"Lời văn đanh thép khá thuyết phục, vận dụng sáng tạo truyện Kiều trong bài viết. Tuy nhiên, bài viết vẫn hơi lan man, dài dòng chưa thu hút dc độc giả, cần ngắn gọn súc tích và gọt dũa ngôn từ😂",2,2,1.0
8154,Trước chắc học sinh giỏi cấp tỉnh môn Văn :))),2,2,1.0
8155,"Nhiều người bảo vô lộn trường.
Nhưng thiết nghĩ vô trường dntu có khi mới phát huy được khả năng văn chương chứ thi sư phạm có khi lại ko phát huy đc",1,1,1.0
8156,[NAME] thế này không học sư phạm ha c 🤣,1,1,1.0
8157,"Thi nhầm trường r phải thi sư phạm Văn mới đúng . sau này lại được giao viên giỏi ấy chứ , ko thì làm nhà văn cũng được . ( Ý kiến riêng )",2,2,1.0
8158,Trc giờ chưa có cf nào làm hài lòng mình như cái này. Em lên học sư phạm văn đúng hơn e nhé😘😘,1,1,1.0
8159,[NAME] tuy hơi dài nhưng hay rất hấp dẫn kkkk,2,2,1.0
8160,[NAME] chửi mà hay như hát - sao bạn chủ tus k đi học sư phạm Văn chứ  - phí phạm một tài năng,0,0,2.0
8161,Dân chuyên văn đây rồi! Đọc phát biết giỏi môn văn 🤣🤣🤣,2,2,1.0
8162,"Bạn này ko học ngôn ngữ anh hơi phí, học giỏi văn thế này mà còn giỏi tiếng anh để lên tiếng cho đất nước  thì khỏi bàn",2,2,2.0
8163,Hãy sống đẹp như những con thiên nga của chai cốp ki :))),2,2,1.0
8164,Quá sức thuyết phục. Lời văn rất cuốn hút..,1,1,1.0
8165,Mỹ Linh Đoàn Tiên Lê Hương  vào nghe ngóng xem tình hình như nào,1,1,1.0
8166,[NAME] sổ nho chém lúa... huynh đài đây vô tiếp chiêu đi chứ hả??,1,1,1.0
8168,Haizzz bữa giờ mới đọc được cái cfs hả dạ đồng cảm 😴,1,2,0.0
8169,Một bài văn quá thuyết phục.. triệu like,1,2,1.0
8170,Không phải nhớ trường muốn đi học đâu mà sợ thi online nên muốn đi học đó :)),1,1,0.0
8171,"Nhỏ lớn giờ chỉ biết thèm đi học, lần đầu nghe nứng đi học 🙂",1,1,1.0
8172,Năm nay được ăn sinh nhật với nhà nè mn =)))),1,1,1.0
8173,Mỹ Nhanh mé :))) hong ngờ ad nói như zạy luôn á :))))),2,2,1.0
8174,Nứng k chịu được luôn ad à🥺,1,1,1.0
8175,[NAME]. Thôi thì học onl cũng dc.. dẫu sao thì cũng là học mà..,1,1,1.0
8177,Chừng nào SV mới học lại vậy chứ nhớ em gái nuôi quá rồi!!!,1,1,1.0
8178,[NAME] ủa đăng v cũng được luôn hả ta :v,1,1,1.0
8179,[NAME] ad ăn nói có diêng dữ chèn Ngân Nhon,1,1,1.0
8182,[NAME] nứng đi học????,1,1,1.0
8183,😢 mùa dịch vẫn cô đơn,1,0,0.0
8185,"Nhớ gì nhớ lắm thế 🥺
#tmv",1,1,1.0
8186,Hẳn là nhớ mấy bạn điều dưỡng đi lượn như bóng ma 🙂,1,0,1.0
8187,Nhớ từng chiều về có ai đó rủ đi ăn 🤣🤣🤣,1,1,1.0
8188,"Nhớ nơi công viên "" mát mẻ "" vui đùa tung tăng cùng con nai con chim con công :((",2,2,0.0
8189,"Trong đây chắc chưa có đồng chí nào đc biết cảm giác trễ giờ mà phải trốn thầy thanh tra tóc bạc nhỉ? Trễ 5 phút là xác định ra ngoài quán nước ngồi hết 2 tiết rồi mới đc vô. Không xin, không ngoại lệ",1,1,1.0
8190,"Nhớ quán cơm gà xối mỡ cách mấy căn bên trường, nhớ mấy quán trà sữa cách trường chục mét nằm ngủ nghỉ trưa, nhớ mấy đứa ngồi học ko học mà cứ thích cà khịa. Nhớ bộ xương người trong phòng thực hành lâu rồi chưa được ngắm nghía nó. Nhớ quá đi :)))) [NAME]",1,1,1.0
8191,Tại sao ko thu tiền xe lúc ra về. Khi về muộn xíu cũng đc mà ??,1,1,1.0
8192,Cứ mỗi kì học anh văn thì crush thêm một bạn :((,1,1,0.0
8193,còn mình thì mong cô chủ trọ hãy quên mình đi :)),2,2,1.0
8194,t muốn xài máy lạnh trường quá [NAME],1,1,1.0
8195,[NAME] đi học đi rùi thấy sợ đăng tiếp :))),1,1,0.0
8196,"rồi bạn học được 1 ngày thì said "" hải quay xe"" :)))",2,2,1.0
8197,Ôi t nhớ cái thư viện phải đóng 250k quá. Nhớ phát khóc 😢,0,0,0.0
8198,Nghe bạn kể mà mình cảm thấy sợ 😳,0,0,0.0
8199,Mấy anh ngành công nghệ ngon giai nhắm 😂😂,2,2,1.0
8200,"[NAME] nhớ tất cả trừ ae xây dựng chúng tôi, sad story😌",0,0,1.0
8201,Đây có ai 3 5 7 mặc đồ thường đi dép bị đuổi ra như mình không 🙂 nghĩ mà cay,0,0,1.0
8202,[NAME] chả thấy ai nhớ nghành hóa bọn tôi,1,1,1.0
8203,Nhớ đóng học phí đầy đủ.,1,1,0.0
8204,[NAME] Đức Thịnh Thiên Luân Hữu Hạnh Nguyễn Hồng Nhật trai ngon cơ khí..😋😋,2,2,1.0
8205,Hồi xưa tuy nghèo nhưng vui. Bây giờ thì không vui nữa nhưng vẫn nghèo :(((,0,0,0.0
8206,Đọc tưởng tác tuổi thơ  của tác giả ai ngờ kiểu cảm nghĩ. Thấy tụt cảm xúc,0,0,1.0
8207,"Rốt cuộc là bạn muốn nói cái méo gì vậy. Xin hỏi bạn bao nhiêu tuổi mà tuổi thơ bạn ăn cơm độn khoai, không có đồ mặc vậy. 🙄🙄🙄",1,1,1.0
8208,Có ai như mình thấy dài quá không muốn đọc không 🤣🤣,1,1,1.0
8209,Có vẻ trong này toàn là các bạn thành phố nhỉ 😆😆,1,1,1.0
8210,Ở nhà lâu quá be like :)))),1,1,1.0
8211,Có ai giống T không dài quá làm biếng đọc 😌,1,1,1.0
8212,thật sự là rất muốn đọc mà nó dài vđ,1,1,1.0
8213,"Chỉ lướt k đọc, vì quá dài 🤣🤣",1,1,1.0
8214,Tui nghĩ ng viết tus này cũng nhiều tuổi r! Nhưng mà mỗi thời mỗi khác phát triển là để tốt hơn thôi nên k cần phải lo nghĩ nhiều quá,2,2,1.0
8215,"Trong này chưa nhắc IG nè, ai rảnh thì fl ig tui nè, mà hok rảnh cũng qua fl đi =)))))",1,1,1.0
8218,"Thien Nguyen M. Tấn Huy Lê Nguyễn Thành Tâm
1 cân Bách Niên Cần
2 cân [NAME]
8 lít [NAME] lửa lớn
Sắc lại một viên con nhộng
1 viên 1 cần phét như vầy",1,1,0.0
8219,"Đã xem , "" câu cuối """,1,1,1.0
8220,Đang nấu chè quay sang học onl quay lại cháy đen nồi chè thêm quả giáo viên bắt phải quay mặt 😌,1,1,1.0
8221,"từ lúc có các idol như [NAME], Độ Mixi, Huấn Rose học chung thì thấy cũng đỡ chán rồi :v",0,0,0.0
8222,Nghĩ giải lao khi hết 1 tiết học? Học online k biết giải lao là gì lun ó =)))),1,1,1.0
8223,[NAME] đang học ko đc mở tab lol lên nghe chưa,1,1,1.0
8224,cần đặt kính cần sau khi học online là việc làm đầu tiên nha mn,1,1,1.0
8225,rồi 1 ngày học đủ 12 tiết. và có hẳn 1 tiếng để ăn cơm. rồi tối làm bài chả dám ngủ thì giải lao sao ta 😅😅,1,1,1.0
8226,Khánh Linh Thy Thy Duc Minh Nhi Nhi Hữu Nghĩa giống không 🤣,1,1,1.0
8227,Đang học kêu vào nấu cơm. K lẽ cãi lại hả ta,1,1,1.0
8228,Học onl rất ổn cho đến khi có một vài thành phần down nguyên bài của mình về và sửa tên lại thành bài của nó🙂,2,2,1.0
8229,"Bài viết quá hay, nhưng không hay bằng cục wifi nhà mình 🙂",1,1,2.0
8230,Chào ad. Em đứng đây từ chiều. Em chưa thấy ai có độ nhạt như ad. [NAME] cho em biết tên nhé 😂,2,2,1.0
8232,[NAME] có bắt em quỳ xuống xin lỗi hông dạ??,1,1,1.0
8233,"Tự nhiên cái bị ấn tượng 2 chữ "" Tha Thương""",1,1,1.0
8234,Ở nhà riết nên đăng cfs lạc trôi 🤣🤣🤣,1,1,1.0
8237,"Trường đã quyết không giảm, không sao chúng ta phải cố gắng đã vào trường rồi chỉ cố gắng hết sức sau này cày kiếm tiền trả nợ. Nhà không phá sản được đâu, suy nghĩ nhiều chi cho mệt ...😊",1,1,0.0
8238,Giờ dù nắng hay mưa học phí giảm thì tự khắc tất cả sẽ hết bực bội nè 😊,0,0,0.0
8239,Bão cấp 10 cũng không cuốn sạch những uất ức này đâu 🙂,1,1,1.0
8240,Không giảm học phí thì đưa cái tên thằng đó ra củng được,1,1,0.0
8241,Mong mưa đến kéo đi vài % học phí,1,1,1.0
8242,"Vậy ad mang nhiều mưa dô, nhiều cỡ trôi cái [NAME] đi thì e hết tức, ăn cơm lại à 😌😌",1,1,1.0
8243,mưa này mạng yếu hết học online =))),1,1,1.0
8244,Mang mưa tới được rồi !  Tự nhiên [NAME] còn mang cả điện đi nữa chi 🙄,1,1,1.0
8245,Mưa mà mang hết bực bội của sv thì mong ngày đéo nào cũng mưa,0,0,0.0
8246,"giảm hc phí mới hết bực chứ, mưa chỉ mát thôi 🙂",0,0,0.0
8247,em biết là trường đang thử lòng chúng em thôi. chắc chắn trường sẽ ra thông báo giảm học phí phút bù giờ phải không ạ? hihi trường giỡn vui ghê!,2,2,1.0
8248,Bảo Ngânn cơn mưa có mang đi hết bực bội của ngăn chưa,0,0,0.0
8249,Cho em hỏi là giờ em huỷ học phần được không ạ,1,1,1.0
8250,"Nắng mưa là chuyện của trời
Còn chuyện học phí chúng tôi với trường
Ad lại nói tào lao
Đang bực gần chết  nguôi nguôi thế nào🥺",0,0,0.0
8251,Mong trường bớt hối sinh viên đóng tiền đi là dc.,1,1,0.0
8252,Mưa này đất mềm dễ cạp thôi 🙂 quan trọng là giảm học phí nhớ,1,1,1.0
8253,"Mưa trôi cả bầu trời nắng,  chợt theo những nỗi buồn 😪",0,0,0.0
8254,Dù có mưa thì vẫn không hạ hoả được,1,1,1.0
8255,cơn mưa này có chứa côrốnà =]],1,1,1.0
8256,Mưa cho đã rồi mất điện,1,1,1.0
8257,"Mưa kèm sấm chớp, gió giật mạnh và lốc xoáy.",1,1,1.0
8258,Cúp điện ngắm sấm vui nổi j 😂😂,2,2,1.0
8259,"Hem vui ad ơi, cúp diện chỗ em rồi.",2,2,1.0
8260,Ad trường đăng bài kiểu như vậy làm thế nào mà tụi em yên tâm đang học ở trường này ạ.. Đăng rồi lại xóa  thấy bất ổn vá,2,2,1.0
8261,Thề giờ có bão sa mạc mà giảm học phí thì cũng hóa bình yên th :))) alo alo má alo,2,2,0.0
8262,Page trường chơi mà tắt vote :(( buồn,0,0,0.0
8263,[NAME] sàm lol. Nắng mưa của trời liên quan éo,1,1,0.0
8264,[NAME] biết đánh liên quân không vô làm vài trận dịu mát em cái chứ đánh cho vui mà thua 4 trận liên tiếp rồi 😑,2,2,1.0
8265,Bực bội thì chưa hết mà con cua có đuôi này đã tấn công mình rồi -___-,0,0,0.0
8266,Ừa đúng r . Mang hết bực bội nhưng tăng khó chịu -.-,0,0,0.0
8267,Có một con bé gần nhà mình nó kể với mình là có một ước mơ được dô trường DNTU học và mình đã ko ngần ngại cầm đôi dép lào 13k mua ngoài chợ vã dô cái mặt nó cho tỉnh . Mình thấy thật cảm động giây phút khai sáng ấy cho em nó .,1,1,1.0
8269,Úp vào cfs này vô ích thôi mn ơi. S k tấn công thẳng vào trang trường luôn đi.... H có viết cfs đến hết kì thì nhận lại cũng là sự thờ ơ của nhà trường thôi... Quá thất vọng về ngôi trường.,0,0,1.0
8270,Em ngủ bị gãy cổ rồi sao sáng mai em ngồi học đây mng :))),2,2,1.0
8271,Bạn viết bài rất hay nhưng xin chúc mừng bạn vì trường coi như không biết,1,1,2.0
8272,sau đợt này sinh viên sẻ nghỉ học nhìu vì bắt đầu nản hết rồi,1,1,0.0
8273,Đến gần ngày thi đóng vẫn kịp mà phải k nhỉ :)) chứ tình hình dịch như này mình k nỡ về xin gia đình tiền đóng học luôn ớ,1,1,1.0
8274,Từ lúc xảy ra chuyện này. [NAME] k nhớ lớp học nhớ nhà trường nữa 🙂,1,1,0.0
8275,"Từ bỏ thôi mn, k đóng đủ thì ăn c ăn đb à",1,1,1.0
8276,[NAME] đóng đi có trường  hủy lớp á,1,1,1.0
8277,Mỹ Nhanh trính sác :))))) thực hành mà học onl giống đui mà thích đi ngắm cảnh zị ó 🙂,2,2,1.0
8278,Nghe mấy đứa năm nhất nó học thể chất onl nuẫ kìa kkkkquay phim lain gửi qua kkk,2,2,1.0
8279,nhớ ko lầm hình như có tham khảo ý kiến trước khi quyết định học và kết quả!!!,1,1,1.0
8280,[NAME] ê hong lẽ ngành mình thực hành cái mua  mền gối vô phòng ngủ xếp xong kêu ba mẹ giả làm khách hàng hả ta [NAME] Vy,1,1,1.0
8281,Thư Vân [NAME] k hiểu bn đó nghĩ gì nữa😌😌,1,1,1.0
8282,[NAME] Ngọc Huyền  Ngoc Linh Pham  Tuan Anh học thực hành như hnay 😌,1,1,1.0
8283,[NAME] bên điều dưỡng thực hành cấp cứu online hả ta??? [NAME],1,1,1.0
8284,Cũng rất muốn xin được chỉ giáo phương pháp học onl bù đầu nhưng mà vẫn có thời gian “rảnh không làm gì”...!  🙂,1,1,1.0
8285,"[NAME] có nghe đứa bạn mình bên kế toán nói nè, này người ta gọi là não không có nếp nhăn, cho chết trùm cả lũ nè",1,1,1.0
8286,[NAME] tui học ô tô năm 3. Học nhiều làm bài ko hết,1,1,1.0
8287,"Tao học ô tô, ko lẽ phải mua động cơ ô tô về học thực hành ????",1,1,1.0
8288,Rảnh quá thì vẫn là nên đi cmt dạo cho mau có người yêu nhaaaaa. Chứ xin cô học thêm cũng không làm ta sang hơn đc đâu 😑😑,1,1,1.0
8289,Dân có tiền nói chuyện nghe dễ ợt:)))) bạn nhờ b có muốn hc [NAME] oto ol hem Lê Hoàng Mẫn,2,2,1.0
8290,[NAME] ng như cái bạn n ói học onl là học ở nhà hay lên trường ghê Hân Hân clm =)) may đ phải bạn mình mày =)),1,1,1.0
8291,[NAME] ủa thứ điên nèee,1,1,1.0
8292,Tới giờ tui còn chưa đki được môn thực hành! Quá trời sinh viên mà mở có 2 lớp à 😢😢😢🙄,1,1,0.0
8293,Rảnh quá thì ra quét sân chà toilet đi cho bận =))),1,1,1.0
8294,[NAME] trả tiền chất xám ko =))),1,1,1.0
8295,chắc sv 10 tốt luôn á.chứ 5 tốt cũng chưa như bạn đó 😅,2,2,2.0
8296,[NAME] xin học thêm thực hành onl :))) t k bk là nó ở đâu xuống lun bây,1,1,1.0
8297,Ngẫm lại thì nên chọn ngành nghề mình thích chứ đừng đú đởn thấy bạn mình chọn nên chọn theo để rồi mốt làm trái ngành mệt lắm 😫,2,2,0.0
8298,Chắc ad ngày xưa chuyên văn,1,1,1.0
8299,[NAME] bẻ cua . Nhưng mình nhanh hơn cơn phê thuốc này một bước rồi 20 tuổi đã có cv ổn định lương hài lòng :)) vs cả mình đéo chơi thuốc,2,2,0.0
8300,":)) trước khi chết nhớ lại crush cũ, chung thủy vl",2,2,1.0
8301,"Câu chuyện chưa kết thúc ở đây đâu con trai à 🙂
Tu bi không tình yêu :))",2,2,1.0
8302,Câu chuyện rất hay và cái kết mất hứng.😑😑😑,1,1,2.0
8303,1 pha bẻ cua cực gắt :)),2,2,1.0
8304,Weibo VN hay dota2 VN,1,1,1.0
8305,Haha mình cũng chẳng lo vì chắc gì đã có vợ 😅😅,2,2,1.0
8306,[NAME] game bữa t m chơi này,1,1,1.0
8307,"[NAME] t mừng quá, muốn rớt nước mắt",0,0,1.0
8308,Đang cảm động chuẩn bị khóc thì ... 😀???,0,0,0.0
8309,[NAME] bẻ cua này thật sự tại đạ méo thể ngờ,1,1,1.0
8310,"21 tuổi , bạn ko đc giảm học phí
22 tuổi, sao ra trường ?
Vậy là có giảm học phí ko ạ ? 😀",1,1,1.0
8311,Nguyen [NAME] quen vậy ta,1,1,1.0
8313,Tỉnh dậy và sau đó quyết định lấy chồng 😂😂,2,2,1.0
8315,Đọc ngẫm ngẫm thấy cũng buồn đấy..,0,0,0.0
8316,"[NAME] quài mệt ghê, chả ai nói gì vụ học onl nữa mà cứ lôi ra mà bổ vào đầu sv, học onl được hay ko là bạn học thôi mệt thì ai chả mệt, nhìn vào cái lap từ sáng tới chiều muốn lòi mắt ra than cũng được gì đâu, học phí có nói cũng chả giảm thì thôii, nói hơn chục cái cfs rồi thì thông não bớt đăng lại đi, mỗi người một ý cứ đứng lên nói hoài rồi muốn người khác phải theo ý mình à ? Ad duyệt mấy bài cắm sừng cho sv đọc đi lâu rồi chưa được đọc.",0,0,0.0
8317,"Đại Học đi so với đứa bé 8t đó là điều cực kì ngớ ngẩn. Đừng bao giờ so sánh chị với một người nào khác vì mọi sự so sánh đều là khập khiểng.
1. Con chị chắc chắn chị phải lo. Chắc gì nó muốn học hay là chị ép nó học?
2. Con chị chắc chắn chị phải đầu tư về trí tuệ. Bọn e còn phải đi làm để ít nhất cũng lo được cho bọn e cái ăn cái ở.
3. Uống trà sữa bọn e có thể 1 tuần bỏ ra 2 lần uống 2 ly trà sữa giá 25-30k 1 ly chứ bọn em chưa bao giờ bỏ ra 2tr5 đến 3tr để ăn 1 bữa ăn cả. Nó khác nhau hoàn toàn.
Học là phải đầu tư. Đúng vậy. Nhưng đầu tư onl như này bọn e lỗ chứ chẳng lời. Giảm học phí cũng có lý do của nó.
4. Đừng bao giờ bảo hồi đó chị học khổ thế này thế kia, không có điều kiện như bọn e bây giờ này kia. Xin lỗi chị tiền học phí bây giờ bọn e đóng chắc cũng gấp 3 lần hồi đó của các anh các chị rồi nên tụi e cũng phải có ý kiến để nói ra góp ý với nhà trường chứ!
Em xin hết!",1,1,0.0
8318,"-Thời chị học 1 chỉ bao nhiêu tiền so với bây giờ vậy ? Ba mẹ chị có thất nghiệp buôn bán ko dc hay gì không ạ?
-Con chị học phí bao nhiêu 1 học kỳ so với trường đh vậy ?
- sinh viên trường này đều uống ts nổi tiếng và ko vắng ngày nào là chị đang nói ai rồi quy chụp tất cả vậy ??
- đứa con 8t của chị hiểu dc giá trị của đồng tiền đang được đóng ra cho trường trong đợt dịch này và cảm thấy ko công bằng cho sv không vậy ??
- không phải cứ là sv trường công nghệ thì ai cũng đều có điều kiện vật chất có riêng cho mình 1 cái laptop để học đâu ? Đặc biệt là con gái thì chị tưởng tiếp xúc với PC laptop để sử dụng được nhiều hay gì ?
- cứ ko phải là sinh viên nghèo mất ba mất mẹ là ko dc quyền đòi hỏi quyền giảm học phí hả chị ơi ???🙄🤷‍♂️",0,0,0.0
8319,"Chị tôi nghỉ dịch chả hiểu mẹ gì ở trường mà phán như thật.
Thứ nhất lúc không dịch ai phàn nàn học phí. Nếu có thì nói rồi cũng đóng thôi.
Thứ hai học lúc xưa học phí bao nhiêu bây giờ bao nhiêu. Hay do nhà chị giàu.
Thứ ba nếu biết so sánh hả so sánh còn không biết thì nên học lại hết chuyện đi so sánh nước ngoài , so sánh con chị.
Thứ tư việc học onli trường mình từng thất bại edmodo nên việc học onli đối với sinh viên rất khó nên than vãn là chuyện thường.
Quan điểm chị không sai nhưng cách chị nói chưa đúng.",1,1,1.0
8320,"Học onl riêng bản thân em không ý kiến gì hết chị ạ!
Còn học phí giờ là 550k/chỉ rồi. Không phải như cái thời chị đi học đâu chị gái!  Một kỳ học đóng cả chục củ đấy",1,1,1.0
